DATE,RESPPLLOPNWW
2014-05-28,1965.0
2014-06-04,1993.0
2014-06-11,2161.0
2014-06-18,2064.0
2014-06-25,1940.0
2014-07-02,2242.0
2014-07-09,2149.0
2014-07-16,1933.0
2014-07-23,2012.0
2014-07-30,1467.0
2014-08-06,2038.0
2014-08-13,2185.0
2014-08-20,1661.0
2014-08-27,1711.0
2014-09-03,1887.0
2014-09-10,1693.0
2014-09-17,1932.0
2014-09-24,1681.0
2014-10-01,1683.0
2014-10-08,1540.0
2014-10-15,1578.0
2014-10-22,1539.0
2014-10-29,1648.0
2014-11-05,1169.0
2014-11-12,1869.0
2014-11-19,1852.0
2014-11-26,2042.0
2014-12-03,1407.0
2014-12-10,2130.0
2014-12-17,1826.0
2014-12-24,1853.0
2014-12-31,1161.0
2015-01-07,1769.0
2015-01-14,2229.0
2015-01-21,1102.0
2015-01-28,1256.0
2015-02-04,927.0
2015-02-11,1672.0
2015-02-18,1960.0
2015-02-25,1366.0
2015-03-04,2038.0
2015-03-11,1426.0
2015-03-18,1848.0
2015-03-25,1723.0
2015-04-01,1564.0
2015-04-08,2226.0
2015-04-15,1597.0
2015-04-22,2061.0
2015-04-29,2259.0
2015-05-06,2445.0
2015-05-13,2229.0
2015-05-20,1225.0
2015-05-27,1371.0
2015-06-03,2522.0
2015-06-10,2285.0
2015-06-17,1785.0
2015-06-24,1844.0
2015-07-01,1857.0
2015-07-08,2332.0
2015-07-15,1627.0
2015-07-22,1686.0
2015-07-29,2036.0
2015-08-05,1958.0
2015-08-12,2636.0
2015-08-19,1832.0
2015-08-26,2237.0
2015-09-02,1844.0
2015-09-09,1976.0
2015-09-16,2112.0
2015-09-23,1660.0
2015-09-30,1848.0
2015-10-07,2005.0
2015-10-14,2119.0
2015-10-21,1525.0
2015-10-28,1444.0
2015-11-04,1642.0
2015-11-11,3424.0
2015-11-18,1388.0
2015-11-25,1887.0
2015-12-02,1719.0
2015-12-09,2665.0
2015-12-16,1870.0
2015-12-23,1781.0
2015-12-30,1837.0
2016-01-06,1714.0
2016-01-13,2147.0
2016-01-20,1801.0
2016-01-27,1431.0
2016-02-03,2141.0
2016-02-10,2088.0
2016-02-17,1517.0
2016-02-24,1790.0
2016-03-02,1559.0
2016-03-09,2283.0
2016-03-16,1899.0
2016-03-23,2025.0
2016-03-30,1954.0
2016-04-06,2327.0
2016-04-13,1744.0
2016-04-20,1494.0
2016-04-27,1430.0
2016-05-04,2678.0
2016-05-11,1954.0
2016-05-18,1571.0
2016-05-25,1233.0
2016-06-01,2202.0
2016-06-08,2504.0
2016-06-15,1672.0
2016-06-22,2063.0
2016-06-29,1647.0
2016-07-06,2391.0
2016-07-13,1843.0
2016-07-20,1066.0
2016-07-27,1643.0
2016-08-03,2584.0
2016-08-10,2080.0
2016-08-17,1784.0
2016-08-24,1736.0
2016-08-31,1187.0
2016-09-07,2172.0
2016-09-14,1828.0
2016-09-21,1192.0
2016-09-28,1317.0
2016-10-05,1665.0
2016-10-12,1679.0
2016-10-19,1677.0
2016-10-26,689.0
2016-11-02,2283.0
2016-11-09,1659.0
2016-11-16,1102.0
2016-11-23,1568.0
2016-11-30,1156.0
2016-12-07,2263.0
2016-12-14,1715.0
2016-12-21,864.0
2016-12-28,1397.0
2017-01-04,960.0
2017-01-11,1961.0
2017-01-18,1962.0
2017-01-25,1116.0
2017-02-01,1214.0
2017-02-08,1857.0
2017-02-15,1150.0
2017-02-22,1769.0
2017-03-01,1974.0
2017-03-08,1873.0
2017-03-15,1879.0
2017-03-22,2242.0
2017-03-29,1562.0
2017-04-05,1454.0
2017-04-12,1876.0
2017-04-19,1690.0
2017-04-26,1295.0
2017-05-03,1852.0
2017-05-10,1569.0
2017-05-17,2074.0
2017-05-24,1559.0
2017-05-31,1455.0
2017-06-07,1879.0
2017-06-14,1875.0
2017-06-21,947.0
2017-06-28,1534.0
2017-07-05,1625.0
2017-07-12,1666.0
2017-07-19,1663.0
2017-07-26,1066.0
2017-08-02,1786.0
2017-08-09,1502.0
2017-08-16,1097.0
2017-08-23,1560.0
2017-08-30,1279.0
2017-09-06,1503.0
2017-09-13,1307.0
2017-09-20,1060.0
2017-09-27,806.0
2017-10-04,1497.0
2017-10-11,1804.0
2017-10-18,1148.0
2017-10-25,1065.0
2017-11-01,1367.0
2017-11-08,1674.0
2017-11-15,1733.0
2017-11-22,1938.0
2017-11-29,1126.0
2017-12-06,1407.0
2017-12-13,1455.0
2017-12-20,1090.0
2017-12-27,1179.0
2018-01-03,681.0
2018-01-10,1471.0
2018-01-17,1631.0
2018-01-24,1500.0
2018-01-31,1264.0
2018-02-07,1287.0
2018-02-14,1672.0
2018-02-21,933.0
2018-02-28,1435.0
2018-03-07,1867.0
2018-03-14,1606.0
2018-03-21,1189.0
2018-03-28,1383.0
2018-04-04,974.0
2018-04-11,1644.0
2018-04-18,1309.0
2018-04-25,631.0
2018-05-02,1297.0
2018-05-09,1334.0
2018-05-16,1185.0
2018-05-23,1158.0
2018-05-30,1201.0
2018-06-06,1350.0
2018-06-13,1521.0
2018-06-20,830.0
2018-06-27,1120.0
2018-07-04,2487.0
2018-07-11,985.0
2018-07-18,1060.0
2018-07-25,1105.0
2018-08-01,1229.0
2018-08-08,1253.0
2018-08-15,824.0
2018-08-22,1474.0
2018-08-29,1078.0
2018-09-05,1120.0
2018-09-12,1282.0
2018-09-19,1116.0
2018-09-26,832.0
2018-10-03,535.0
2018-10-10,1240.0
2018-10-17,1109.0
2018-10-24,855.0
2018-10-31,764.0
2018-11-07,1309.0
2018-11-14,1073.0
2018-11-21,1336.0
2018-11-28,522.0
2018-12-05,1318.0
2018-12-12,1309.0
2018-12-19,1243.0
2018-12-26,966.0
2019-01-02,172.0
2019-01-09,1224.0
2019-01-16,725.0
2019-01-23,990.0
2019-01-30,845.0
2019-02-06,573.0
2019-02-13,668.0
2019-02-20,838.0
2019-02-27,793.0
2019-03-06,1270.0
2019-03-13,1212.0
2019-03-20,931.0
2019-03-27,972.0
2019-04-03,773.0
2019-04-10,1307.0
2019-04-17,1090.0
2019-04-24,1030.0
2019-05-01,1235.0
2019-05-08,1322.0
2019-05-15,1157.0
2019-05-22,1116.0
2019-05-29,1089.0
2019-06-05,1343.0
2019-06-12,1325.0
2019-06-19,984.0
2019-06-26,1048.0
2019-07-03,1410.0
2019-07-10,889.0
2019-07-17,1008.0
2019-07-24,848.0
2019-07-31,668.0
2019-08-07,1304.0
2019-08-14,1069.0
2019-08-21,597.0
2019-08-28,884.0
2019-09-04,948.0
2019-09-11,1089.0
2019-09-18,1003.0
2019-09-25,707.0
2019-10-02,961.0
2019-10-09,1335.0
2019-10-16,1096.0
2019-10-23,1134.0
2019-10-30,936.0
2019-11-06,1212.0
2019-11-13,1424.0
2019-11-20,949.0
2019-11-27,1219.0
2019-12-04,1314.0
2019-12-11,1513.0
2019-12-18,1206.0
2019-12-25,2604.0
2020-01-01,2120.0
2020-01-08,1462.0
2020-01-15,1063.0
2020-01-22,1180.0
2020-01-29,1042.0
2020-02-05,1082.0
2020-02-12,1034.0
2020-02-19,988.0
2020-02-26,1000.0
2020-03-04,2091.0
2020-03-11,2078.0
2020-03-18,947.0
2020-03-25,1430.0
2020-04-01,2244.0
2020-04-08,2022.0
2020-04-15,2104.0
2020-04-22,2205.0
2020-04-29,1933.0
2020-05-06,2029.0
2020-05-13,2095.0
2020-05-20,1530.0
2020-05-27,1160.0
2020-06-03,2005.0
2020-06-10,2057.0
2020-06-17,1331.0
2020-06-24,1423.0
2020-07-01,697.0
2020-07-08,2351.0
2020-07-15,1922.0
2020-07-22,1874.0
2020-07-29,1279.0
2020-08-05,2449.0
2020-08-12,2550.0
2020-08-19,2641.0
2020-08-26,364.0
2020-09-02,2523.0
2020-09-09,2628.0
2020-09-16,2404.0
2020-09-23,1806.0
2020-09-30,1132.0
2020-10-07,2129.0
2020-10-14,2581.0
2020-10-21,1587.0
2020-10-28,691.0
2020-11-04,2230.0
2020-11-11,4667.0
2020-11-18,1775.0
2020-11-25,147.0
2020-12-02,2061.0
2020-12-09,2343.0
2020-12-16,2040.0
2020-12-23,1574.0
2020-12-30,722.0
2021-01-06,1784.0
2021-01-13,2032.0
2021-01-20,598.0
2021-01-27,64.0
2021-02-03,666.0
2021-02-10,2083.0
2021-02-17,1784.0
2021-02-24,1487.0
2021-03-03,853.0
2021-03-10,2321.0
2021-03-17,1988.0
2021-03-24,1636.0
2021-03-31,364.0
2021-04-07,2585.0
2021-04-14,2821.0
2021-04-21,1465.0
2021-04-28,694.0
2021-05-05,2625.0
2021-05-12,3045.0
2021-05-19,2851.0
2021-05-26,569.0
2021-06-02,2742.0
2021-06-09,3021.0
2021-06-16,2707.0
2021-06-23,2051.0
2021-06-30,1587.0
2021-07-07,2797.0
2021-07-14,3139.0
2021-07-21,1980.0
2021-07-28,1636.0
2021-08-04,3002.0
2021-08-11,2936.0
2021-08-18,2835.0
2021-08-25,1237.0
2021-09-01,3032.0
2021-09-08,2676.0
2021-09-15,2566.0
2021-09-22,1841.0
2021-09-29,889.0
2021-10-06,1980.0
2021-10-13,2406.0
2021-10-20,1531.0
2021-10-27,897.0
2021-11-03,2440.0
2021-11-10,2759.0
2021-11-17,1848.0
2021-11-24,2057.0
2021-12-01,1395.0
2021-12-08,3066.0
2021-12-15,2722.0
2021-12-22,2682.0
2021-12-29,1931.0
2022-01-05,1658.0
2022-01-12,2990.0
2022-01-19,2741.0
2022-01-26,1462.0
2022-02-02,3897.0
2022-02-09,2822.0
2022-02-16,2509.0
2022-02-23,2078.0
2022-03-02,2313.0
2022-03-09,3273.0
2022-03-16,2981.0
2022-03-23,2481.0
2022-03-30,2439.0
2022-04-06,2349.0
2022-04-13,2867.0
2022-04-20,2639.0
2022-04-27,2034.0
2022-05-04,3470.0
2022-05-11,3083.0
2022-05-18,3180.0
2022-05-25,2435.0
2022-06-01,2690.0
2022-06-08,2189.0
2022-06-15,1797.0
2022-06-22,1253.0
2022-06-29,811.0
2022-07-06,1444.0
2022-07-13,1746.0
2022-07-20,1921.0
2022-07-27,1438.0
2022-08-03,1446.0
2022-08-10,1688.0
2022-08-17,1047.0
2022-08-24,1039.0
2022-08-31,1024.0
2022-09-07,-165.0
2022-09-14,-45.0
2022-09-21,-670.0
2022-09-28,-2145.0
2022-10-05,-2913.0
2022-10-12,-4076.0
2022-10-19,-5253.0
2022-10-26,-6274.0
2022-11-02,-7219.0
2022-11-09,-8589.0
2022-11-16,-9164.0
2022-11-23,-10554.0
2022-11-30,-12390.0
2022-12-07,-13170.0
2022-12-14,-14309.0
